name,title,file,id
Cuco Sánchez,Fallaste Corazón,Cuco Sánchez_Fallaste Corazón.npy,270
Dan Siegel,In Your Eyes,Dan Siegel_In Your Eyes.npy,259
Lynn Miles,Unravel,Lynn Miles_Unravel.npy,280
Evelyn  Champagne  King,Shame (Single Version),Evelyn  Champagne  King_Shame (Single Version).npy,36
Chet Atkins,How_s the World Treating You,Chet Atkins_How_s the World Treating You.npy,155
John Carpenter,Vortex,John Carpenter_Vortex.npy,62
Pablo Vega,Imminent Annihilation,Pablo Vega_Imminent Annihilation.npy,279
Van Morrison,And It Stoned Me,Van Morrison_And It Stoned Me.npy,327
City And Colour,Day Old Hate,City And Colour_Day Old Hate.npy,401
Heitor Pereira,The Big Battle,Heitor Pereira_The Big Battle.npy,252
Jason Upton,Fly,Jason Upton_Fly.npy,341
R.Kelly,The Storm Is Over Now,R.Kelly_The Storm Is Over Now.npy,301
Sufjan Stevens,Casimir Pulaski Day,Sufjan Stevens_Casimir Pulaski Day.npy,69
Barbara Cook,"Candide, Act I_ Glitter and Be Gay","Barbara Cook_Candide, Act I_ Glitter and Be Gay.npy",24
Kyary Pamyu Pamyu,Ninja Re Bang Bang,Kyary Pamyu Pamyu_Ninja Re Bang Bang.npy,104
The Weeknd,Save Your Tears,The Weeknd_Save Your Tears.npy,329
Elliott Smith,Angeles,Elliott Smith_Angeles.npy,124
Chris Tomlin,Holy Is The Lord (Arriving Album Version),Chris Tomlin_Holy Is The Lord (Arriving Album Version).npy,402
Billy Joel,Uptown Girl,Billy Joel_Uptown Girl.npy,206
Richie Kotzen,Riot,Richie Kotzen_Riot.npy,272
앤드류 버드,Sisyphus,앤드류 버드_Sisyphus.npy,337
Glenn Miller,Moonlight Serenade,Glenn Miller_Moonlight Serenade.npy,288
Dua Lipa,Houdini,Dua Lipa_Houdini.npy,10
James Horner,Hymn to the Sea,James Horner_Hymn to the Sea.npy,365
Patrick Bruel,J_te mentirais,Patrick Bruel_J_te mentirais.npy,156
Paul Davis,Do Right,Paul Davis_Do Right.npy,186
George Skaroulis,Lullaby (Goodnight My Angel),George Skaroulis_Lullaby (Goodnight My Angel).npy,311
Wolfgang Petry,"Verlieben, verloren, vergessen, verzeih_n","Wolfgang Petry_Verlieben, verloren, vergessen, verzeih_n.npy",39
Guy Clark,My Favorite Picture of You,Guy Clark_My Favorite Picture of You.npy,335
Brad Paisley,Remind Me,Brad Paisley_Remind Me.npy,392
Lindsey Buckingham,Scream,Lindsey Buckingham_Scream.npy,253
Nelly Omar,Barrio pobre,Nelly Omar_Barrio pobre.npy,49
Bass Mekanik,Low Problems,Bass Mekanik_Low Problems.npy,83
Leona Lewis,Run,Leona Lewis_Run.npy,19
Richie Kotzen,Fooled Again,Richie Kotzen_Fooled Again.npy,272
Ron Sexsmith,Strawberry Blonde,Ron Sexsmith_Strawberry Blonde.npy,6
Billy Joel,Honesty,Billy Joel_Honesty.npy,206
James Cotton,Love Me Or Leave Me,James Cotton_Love Me Or Leave Me.npy,372
Maria Dolores Pradera,Fallaste Corazón,Maria Dolores Pradera_Fallaste Corazón.npy,360
Paloma Faith,My Sweet Baby,Paloma Faith_My Sweet Baby.npy,184
Anthony Braxton,W-138 (Opus 51),Anthony Braxton_W-138 (Opus 51).npy,346
R.Kelly,I Believe I Can Fly,R.Kelly_I Believe I Can Fly.npy,301
Tori Amos,Crucify,Tori Amos_Crucify.npy,158
Kitaro,Matsuri,Kitaro_Matsuri.npy,403
Bear McCreary,Godzilla Main Title,Bear McCreary_Godzilla Main Title.npy,153
Rick Springfield,Jessie_s Girl,Rick Springfield_Jessie_s Girl.npy,368
James Cotton,Bonnie Blue,James Cotton_Bonnie Blue.npy,372
Norman Connors,She_s Gone,Norman Connors_She_s Gone.npy,9
Pieta Brown,Be With You,Pieta Brown_Be With You.npy,53
Todd Rundgren,Hello It_s Me,Todd Rundgren_Hello It_s Me.npy,185
Collin Raye,"Here I Am, Lord","Collin Raye_Here I Am, Lord.npy",142
Jackie Edwards,Invasion (AKA Wa Da Da),Jackie Edwards_Invasion (AKA Wa Da Da).npy,205
Perry Como,Papa Loves Mambo,Perry Como_Papa Loves Mambo.npy,3
Luther Vandross,I_d Rather (Radio Version),Luther Vandross_I_d Rather (Radio Version).npy,404
Eddy Arnold,What_s He Doin_ In My World,Eddy Arnold_What_s He Doin_ In My World.npy,162
Gigi D,Agostino_You Spin Me Round (Like A Record),Gigi D_Agostino_You Spin Me Round (Like A Record).npy,300
Waylon Jennings,I Ain_t Living Long Like This,Waylon Jennings_I Ain_t Living Long Like This.npy,152
Paul Davis,I Go Crazy (Single Version),Paul Davis_I Go Crazy (Single Version).npy,186
Chelsea Wolfe,Oui Oui Marie,Chelsea Wolfe_Oui Oui Marie.npy,94
Gusttavo Lima,Desejo Imortal (It Must Have Been Love) (Ao Vivo),Gusttavo Lima_Desejo Imortal (It Must Have Been Love) (Ao Vivo).npy,210
Iggy Pop,Cry For Love,Iggy Pop_Cry For Love.npy,183
Sara Evans,Perfect,Sara Evans_Perfect.npy,82
Funky Destination,Yo Papa,Funky Destination_Yo Papa.npy,34
Momus,Lucky Like St. Sebastian,Momus_Lucky Like St. Sebastian.npy,214
Kenny G,By The Time This Night Is Over,Kenny G_By The Time This Night Is Over.npy,196
Sarah Geronimo,"Kiss Me, Kiss Me (From _Miss Granny_)","Sarah Geronimo_Kiss Me, Kiss Me (From _Miss Granny_).npy",230
Nine Inch Nails,Into The Void,Nine Inch Nails_Into The Void.npy,85
Barbra Streisand,Woman in Love,Barbra Streisand_Woman in Love.npy,261
Too $hort,Gangstas & Strippers,Too $hort_Gangstas & Strippers.npy,375
Chris Brown,Say Goodbye,Chris Brown_Say Goodbye.npy,118
Mark Isham,Intruder,Mark Isham_Intruder.npy,286
Michael Jackson,Bad,Michael Jackson_Bad.npy,191
Melissa Ferrick,The Stranger,Melissa Ferrick_The Stranger.npy,117
Silly,Alles wird besser,Silly_Alles wird besser.npy,219
Jennifer Rush,Destiny,Jennifer Rush_Destiny.npy,283
Weird Al Yankovic,The Saga Begins (Lyrical Adaption of American Pie),_Weird Al_ Yankovic_The Saga Begins (Lyrical Adaption of _American Pie_).npy,146
Алсу,Вчера,Алсу_Вчера.npy,163
Ke$ha,Take It Off,Ke$ha_Take It Off.npy,135
Duke Robillard,"Shame, Shame, Shame","Duke Robillard_Shame, Shame, Shame.npy",177
Kina Grannis,Can_t Help Falling In Love,Kina Grannis_Can_t Help Falling In Love.npy,7
Chelsea Wolfe,Tunnel Lights,Chelsea Wolfe_Tunnel Lights.npy,94
Sun Ra & His Arkestra,Springtime Again,Sun Ra & His Arkestra_Springtime Again.npy,405
MF DOOM,Vomitspit,MF DOOM_Vomitspit.npy,130
Ween,Transdermal Celebration,Ween_Transdermal Celebration.npy,244
Buck Owens & His Buckaroos,I_ve Got a Tiger By the Tail,Buck Owens & His Buckaroos_I_ve Got a Tiger By the Tail.npy,218
King Tubby,Baltimore Dub,King Tubby_Baltimore Dub.npy,115
Ricky Van Shelton,Living Proof,Ricky Van Shelton_Living Proof.npy,12
Алсу,Я люблю тебя,Алсу_Я люблю тебя.npy,163
B! Machine,The Last Leaf Falls,B! Machine_The Last Leaf Falls.npy,202
LeAnn Rimes,But I Do Love You,LeAnn Rimes_But I Do Love You.npy,226
Gusttavo Lima,Fala Mal de Mim (Ao Vivo),Gusttavo Lima_Fala Mal de Mim (Ao Vivo).npy,210
Bill Withers,Hello Like Before,Bill Withers_Hello Like Before.npy,359
Charlie Musselwhite,Chan Chan (Charlie_s Blues),Charlie Musselwhite_Chan Chan (Charlie_s Blues).npy,0
Leonard Cohen,Famous Blue Raincoat,Leonard Cohen_Famous Blue Raincoat.npy,63
Wolfgang Ambros,Es lebe der Zentralfriedhof,Wolfgang Ambros_Es lebe der Zentralfriedhof.npy,308
Lil’ Keke,Luv By Few Hated By Many,Lil’ Keke_Luv By Few Hated By Many.npy,406
Ayreon,Day Eleven_ Love,Ayreon_Day Eleven_ Love.npy,245
Jason Upton,Whisper,Jason Upton_Whisper.npy,341
Kina Grannis,Creep,Kina Grannis_Creep.npy,7
Daniel May,Moon,Daniel May_Moon.npy,299
Wynton Marsalis,What Is This Thing Called Love,Wynton Marsalis_What Is This Thing Called Love.npy,374
Ana Caram,Blue Bossa,Ana Caram_Blue Bossa.npy,293
Henry Jackman,Captain America,Henry Jackman_Captain America.npy,407
Colin James,Why_d You Lie ,Colin James_Why_d You Lie .npy,96
Ariel Pink,s Haunted Graffiti_Only in My Dreams,Ariel Pink_s Haunted Graffiti_Only in My Dreams.npy,383
Paul Winter,Canyon Chaconne,Paul Winter_Canyon Chaconne.npy,190
Michael Jackson,The Way You Make Me Feel,Michael Jackson_The Way You Make Me Feel.npy,191
Gusttavo Lima,Na Hora de Amar (Ao Vivo),Gusttavo Lima_Na Hora de Amar (Ao Vivo).npy,210
Hillbilly Hellcats,Rockabilly Rebel,Hillbilly Hellcats_Rockabilly Rebel.npy,203
Tim McGraw,Something Like That,Tim McGraw_Something Like That.npy,330
Curtis Macdonald,Promise,Curtis Macdonald_Promise.npy,371
Ben Folds,Heist,Ben Folds_Heist.npy,386
Leona Lewis,Better in Time,Leona Lewis_Better in Time.npy,19
John Michael Talbot,On Eagles Wings,John Michael Talbot_On Eagles Wings.npy,267
Tori Amos,Precious Things,Tori Amos_Precious Things.npy,158
Blind Willie Johnson,Dark Was the Night (1927-12-03),Blind Willie Johnson_Dark Was the Night (1927-12-03).npy,149
Eddie Money,Gimme Some Water,Eddie Money_Gimme Some Water.npy,17
Bruce Cockburn,If A Tree Falls,Bruce Cockburn_If A Tree Falls.npy,222
Phaeleh,In The Twilight,Phaeleh_In The Twilight.npy,249
Dave Mason,All Along the Watchtower,Dave Mason_All Along the Watchtower.npy,95
Tuff,Ain_t Worth a Dime (2021 Remaster),Tuff_Ain_t Worth a Dime (2021 Remaster).npy,285
Dan Siegel,Where Are You Now,Dan Siegel_Where Are You Now.npy,259
Rick Springfield,Don_t Talk to Strangers,Rick Springfield_Don_t Talk to Strangers.npy,368
David Archuleta,A Little Too Not Over You,David Archuleta_A Little Too Not Over You.npy,231
Collide,Freaks Me Out,Collide_Freaks Me Out.npy,379
Алла Пугачёва,Арлекино,Алла Пугачёва_Арлекино.npy,30
Joe Satriani,If I Could Fly,Joe Satriani_If I Could Fly.npy,123
Waylon Jennings,I_m a Ramblin_ Man,Waylon Jennings_I_m a Ramblin_ Man.npy,152
Sun Ra,"Flamingo (Arkestra, 1978)","Sun Ra_Flamingo (Arkestra, 1978).npy",86
Lou Reed,Romeo Had Juliette,Lou Reed_Romeo Had Juliette.npy,320
Jerry Rivera,Amores Como el Nuestro,Jerry Rivera_Amores Como el Nuestro.npy,74
Jimmy Buffett,Bubbles Up,Jimmy Buffett_Bubbles Up.npy,324
Mariah Carey,My All,Mariah Carey_My All.npy,342
Mireille Mathieu,Der Zar und das Mädchen,Mireille Mathieu_Der Zar und das Mädchen.npy,257
LiSA,Akeboshi,LiSA_Akeboshi.npy,273
Chuck Loeb,Cruzin_ South,Chuck Loeb_Cruzin_ South.npy,201
Annette Moreno,Me Amas (En Vivo),Annette Moreno_Me Amas (En Vivo).npy,43
Ween,Piss up a Rope,Ween_Piss up a Rope.npy,244
Jeff Beck,Shapes of Things,Jeff Beck_Shapes of Things.npy,137
Loudon Wainwright III,Dreaming,Loudon Wainwright III_Dreaming.npy,302
Howard Shore,The Uruk-hai,Howard Shore_The Uruk-hai.npy,181
Abdullah Ibrahim,Whoza Mtwana,Abdullah Ibrahim_Whoza Mtwana.npy,316
Алсу,Все равно,Алсу_Все равно.npy,163
Ann Hampton Callaway,It Had to Be You,Ann Hampton Callaway_It Had to Be You.npy,234
Iggy Pop,Candy,Iggy Pop_Candy.npy,183
John Gorka,Love Is Our Cross To Bear ,John Gorka_Love Is Our Cross To Bear (1).npy,170
Jo Dee Messina,Bye-Bye,Jo Dee Messina_Bye-Bye.npy,192
Dolly Parton,I Will Always Love You,Dolly Parton_I Will Always Love You.npy,310
Coolio,Too Hot,Coolio_Too Hot.npy,120
Elvin Bishop,Fooled Around And Fell In Love,Elvin Bishop_Fooled Around And Fell In Love.npy,27
Juan Gabriel,Querida,Juan Gabriel_Querida.npy,295
Barry Manilow,It Never Rains In Southern California,Barry Manilow_It Never Rains In Southern California.npy,29
Roger Whittaker,Schön war die Zeit,Roger Whittaker_Schön war die Zeit.npy,188
Jim Brickman,Serenade,Jim Brickman_Serenade.npy,408
Roger Waters,5 06AM (Every Strangers Eyes),Roger Waters_5 06AM (Every Strangers Eyes).npy,59
Lou Reed,Satellite of Love,Lou Reed_Satellite of Love.npy,320
Joan Manuel Serrat,Que Va a Ser de Ti,Joan Manuel Serrat_Que Va a Ser de Ti.npy,16
Martina McBride,This One_s for the Girls,Martina McBride_This One_s for the Girls.npy,116
Elvin Bishop,Rock My Soul,Elvin Bishop_Rock My Soul.npy,27
John Williams,Harry_s Wondrous World,John Williams_Harry_s Wondrous World.npy,290
Henry Mancini,The Pink Panther Theme,Henry Mancini_The Pink Panther Theme.npy,409
Leo Kottke,Last Steam Engine Train,Leo Kottke_Last Steam Engine Train.npy,147
Rod Stewart,Maggie May,Rod Stewart_Maggie May.npy,109
LEA,Zu dir,LEA_Zu dir.npy,119
Linda Ronstadt,Por Un Amor (For a Love),Linda Ronstadt_Por Un Amor (For a Love).npy,410
Tom Harrell,Invitation,Tom Harrell_Invitation.npy,317
Eric Clapton,It_s in the Way That You Use It,Eric Clapton_It_s in the Way That You Use It.npy,411
Pastor Troy,Move To Mars,Pastor Troy_Move To Mars.npy,25
Kathy Troccoli,My Life Is In Your Hands,Kathy Troccoli_My Life Is In Your Hands.npy,178
John Tejada,Two One,John Tejada_Two One.npy,412
Richie Kotzen,War Paint,Richie Kotzen_War Paint.npy,272
Key Glock,From Nothing,Key Glock_From Nothing.npy,251
David Archuleta,Something _Bout Love,David Archuleta_Something _Bout Love.npy,231
Funky Destination,Such a Good Feeling,Funky Destination_Such a Good Feeling.npy,34
Tom Petty And The Heartbreakers,Mary Jane_s Last Dance,Tom Petty And The Heartbreakers_Mary Jane_s Last Dance.npy,413
Tinsley Ellis,Feelin_ No Pain,Tinsley Ellis_Feelin_ No Pain.npy,75
Chelsea Wolfe,16 Psyche,Chelsea Wolfe_16 Psyche.npy,94
Billy Joel,Vienna,Billy Joel_Vienna.npy,206
Gloria Estefan,Dr. Beat,Gloria Estefan_Dr. Beat.npy,333
Bob Dylan,Hurricane,Bob Dylan_Hurricane.npy,223
Armik,Pure Paradise,Armik_Pure Paradise.npy,414
Houston Person,My Romance,Houston Person_My Romance.npy,161
George Jones,He Stopped Loving Her Today,George Jones_He Stopped Loving Her Today.npy,175
Bruce Cockburn,Lovers In A Dangerous Time,Bruce Cockburn_Lovers In A Dangerous Time.npy,222
Beth Hart,Caught Out In The Rain,Beth Hart_Caught Out In The Rain.npy,40
Nick Lowe,Cracking Up,Nick Lowe_Cracking Up.npy,11
Dua Lipa,Don_t Start Now,Dua Lipa_Don_t Start Now.npy,10
Lynn Miles,You Don_t Love Me Anymore,Lynn Miles_You Don_t Love Me Anymore.npy,280
Ernest Ranglin,Satta Massaggana,Ernest Ranglin_Satta Massaggana.npy,55
Joan Manuel Serrat,Dondequiera Que Estes,Joan Manuel Serrat_Dondequiera Que Estes.npy,16
Ray Stevens,Gitarzan,Ray Stevens_Gitarzan.npy,282
Eric Clapton,Change the World,Eric Clapton_Change the World.npy,411
Hillbilly Hellcats,Dead Man_s Party,Hillbilly Hellcats_Dead Man_s Party.npy,203
Sara K.,All Your Love (Turned to Passion),Sara K._All Your Love (Turned to Passion).npy,277
Jimmy Buffett,Son Of A Son Of A Sailor,Jimmy Buffett_Son Of A Son Of A Sailor.npy,324
Charlie Rich,There Won_t Be Anymore,Charlie Rich_There Won_t Be Anymore.npy,241
KRS-One,Can You Dance,KRS-One_Can You Dance.npy,228
Jerry Goldsmith,It_s A Long Road,Jerry Goldsmith_It_s A Long Road.npy,415
Сергей Лазарев,Алый закат,Сергей Лазарев_Алый закат.npy,328
James Cotton,Rocket 88,James Cotton_Rocket 88.npy,372
Matthew Dear,Her Fantasy,Matthew Dear_Her Fantasy.npy,225
Bob Mould,The Descent,Bob Mould_The Descent.npy,289
Neil Young,Harvest Moon,Neil Young_Harvest Moon.npy,15
Karla Bonoff,When You Walk In The Room,Karla Bonoff_When You Walk In The Room.npy,154
Los Planetas,Cumpleaños Total,Los Planetas_Cumpleaños Total.npy,393
Tom Harrell,The Fast,Tom Harrell_The Fast.npy,317
Jo Dee Messina,I_m Alright,Jo Dee Messina_I_m Alright.npy,192
Doja Cat,Woman,Doja Cat_Woman.npy,97
Billy Griffin,Understand,Billy Griffin_Understand.npy,343
Michael Jackson,Rock with You (Single Version),Michael Jackson_Rock with You (Single Version).npy,191
Travis Tritt,Where Corn Don_t Grow,Travis Tritt_Where Corn Don_t Grow.npy,99
Kenny Chesney,Somewhere With You,Kenny Chesney_Somewhere With You.npy,255
Willie Nelson,Don_t Let the Old Man In,Willie Nelson_Don_t Let the Old Man In.npy,132
Mariah Carey,We Belong Together,Mariah Carey_We Belong Together.npy,342
Lil B,T-Shirts Buddens,Lil B_T-Shirts Buddens.npy,246
Barbara Cook,Magic Moment,Barbara Cook_Magic Moment.npy,24
Céline Dion,Because You Loved Me (Theme from _Up Close and Personal_),Céline Dion_Because You Loved Me (Theme from _Up Close and Personal_).npy,151
Gary Valenciano,Lead Me Lord,Gary Valenciano_Lead Me Lord.npy,68
LiSA,ADAMAS,LiSA_ADAMAS.npy,273
Alexandre Desplat,Mr. Moustafa,Alexandre Desplat_Mr. Moustafa.npy,376
Alanis Morissette,Ironic,Alanis Morissette_Ironic.npy,325
Mac Dre,Not My Job,Mac Dre_Not My Job.npy,159
Charlie Musselwhite,Chicago Sunset (Instrumental),Charlie Musselwhite_Chicago Sunset (Instrumental).npy,0
Albert Collins,I Ain_t Drunk,Albert Collins_I Ain_t Drunk.npy,416
Sharon Cuneta,To Love Again,Sharon Cuneta_To Love Again.npy,14
Pablo Vega,Marisa,Pablo Vega_Marisa.npy,279
Christine Lavin,If We Had No Moon (Christine Lavin),Christine Lavin_If We Had No Moon (Christine Lavin).npy,8
Mariah Carey,Fantasy,Mariah Carey_Fantasy.npy,342
Johnny Mathis,My Love For You,Johnny Mathis_My Love For You.npy,200
Birocratic,Handsome People,Birocratic_Handsome People.npy,350
Sufjan Stevens,Mystery of Love,Sufjan Stevens_Mystery of Love.npy,69
Víctor Manuelle,Apiádate de Mi,Víctor Manuelle_Apiádate de Mi.npy,121
Coolio,Cruisin_,Coolio_Cruisin_.npy,120
Michael W Smith,Reckless Love,Michael W Smith_Reckless Love.npy,417
Weird Al Yankovic,Fat,_Weird Al_ Yankovic_Fat.npy,146
Tinsley Ellis,Surrender,Tinsley Ellis_Surrender.npy,75
Regine Velasquez,Araw Gabi,Regine Velasquez_Araw Gabi.npy,125
Robert Pollard,Maggie Turns to Flies,Robert Pollard_Maggie Turns to Flies.npy,215
Алсу,Дуэт,Алсу_Дуэт.npy,163
Rod Stewart,I Don_t Want to Talk About It (1989 Version),Rod Stewart_I Don_t Want to Talk About It (1989 Version).npy,109
Horace Andy,Love of a Woman,Horace Andy_Love of a Woman.npy,418
Michael Bolton,When a Man Loves a Woman,Michael Bolton_When a Man Loves a Woman.npy,227
Shakira,Acróstico (Milan y Sasha),Shakira_Acróstico (Milan y Sasha).npy,304
Samael,Jupiterian Vibe,Samael_Jupiterian Vibe.npy,150
Van Morrison,Days Like This,Van Morrison_Days Like This.npy,327
Tom Scott,Amaretto,Tom Scott_Amaretto.npy,114
Liam Gallagher,Diamond In The Dark,Liam Gallagher_Diamond In The Dark.npy,236
Pete Seeger,If I Had a Hammer,Pete Seeger_If I Had a Hammer.npy,189
Joaquin Sabina,Y Sin Embargo,Joaquin Sabina_Y Sin Embargo.npy,396
Patty Loveless,You Don_t Even Know Who I Am,Patty Loveless_You Don_t Even Know Who I Am.npy,204
Gary Valenciano,Warrior Is A Child,Gary Valenciano_Warrior Is A Child.npy,68
Ozzy Osbourne,Dreamer,Ozzy Osbourne_Dreamer.npy,187
Kenny G,My Heart Will Go On (Love Theme from _Titanic_),Kenny G_My Heart Will Go On (Love Theme from _Titanic_).npy,196
John Gorka,The Butt Song,John Gorka_The Butt Song.npy,170
Larry Coryell,Yin,Larry Coryell_Yin.npy,419
Barbara Cook,Where Or When,Barbara Cook_Where Or When.npy,24
Stephen Bishop,On And On,Stephen Bishop_On And On.npy,42
Peter Tosh,Downpressor Man,Peter Tosh_Downpressor Man.npy,334
Sun Ra & His Arkestra,Door of the Cosmos,Sun Ra & His Arkestra_Door of the Cosmos.npy,405
David Archuleta,A Little Too Not Over You (AOL Session),David Archuleta_A Little Too Not Over You (AOL Session).npy,231
Buddy Guy,Five Long Years,Buddy Guy_Five Long Years.npy,157
Ace Frehley,Back Into My Arms Again,Ace Frehley_Back Into My Arms Again.npy,106
Jackie Edwards,I Feel so Bad,Jackie Edwards_I Feel so Bad.npy,205
Jonathan Butler,We Need You Lord (Falling In Love With Jesus Album Version),Jonathan Butler_We Need You Lord (Falling In Love With Jesus Album Version).npy,394
Robert Earl Keen,Corpus Christi Bay,Robert Earl Keen_Corpus Christi Bay.npy,354
Ozzy Osbourne,Crazy Train,Ozzy Osbourne_Crazy Train.npy,187
Melissa Manchester,Through the Eyes of Love (Theme from the Motion Picture _Ice Castles_),Melissa Manchester_Through the Eyes of Love (Theme from the Motion Picture _Ice Castles_).npy,44
MF DOOM,THAT_S THAT,MF DOOM_THAT_S THAT.npy,130
Chris Tomlin,Whom Shall I Fear (God Of Angel Armies),Chris Tomlin_Whom Shall I Fear (God Of Angel Armies).npy,402
Céline Dion,I Love You,Céline Dion_I Love You.npy,151
Regine Velasquez,On the Wings of Love,Regine Velasquez_On the Wings of Love.npy,125
Adam Lambert,Another Lonely Night,Adam Lambert_Another Lonely Night.npy,58
Ramin Djawadi,Mhysa,Ramin Djawadi_Mhysa.npy,217
Tinsley Ellis,Are You Sorry_,Tinsley Ellis_Are You Sorry_.npy,75
Tom Scott,Rock Island Rocket,Tom Scott_Rock Island Rocket.npy,114
Roland Kaiser,Brich mir das Herz,Roland Kaiser_Brich mir das Herz.npy,420
Regine Velasquez,Pangako,Regine Velasquez_Pangako.npy,125
Prince,When Doves Cry,Prince_When Doves Cry.npy,172
Sara Evans,Suds in the Bucket,Sara Evans_Suds in the Bucket.npy,82
Birocratic,Tony’s Belated Breakfast,Birocratic_Tony’s Belated Breakfast.npy,350
Oddisee,Own Appeal,Oddisee_Own Appeal.npy,26
Kenny Chesney,She Thinks My Tractor_s Sexy,Kenny Chesney_She Thinks My Tractor_s Sexy.npy,255
Joan Manuel Serrat,Pueblo Blanco,Joan Manuel Serrat_Pueblo Blanco.npy,16
José José,Preso,José José_Preso.npy,380
Richard Cheese,Insane in the Brain,Richard Cheese_Insane in the Brain.npy,345
Nas,Get Down,Nas_Get Down.npy,193
Dave Mason,Look At You Look At Me,Dave Mason_Look At You Look At Me.npy,95
